### Surf Session Rating for Peniche Supertubos (April 26-30, 2026)

#### 1. Hourly Ratings
| Timestamp           | Wave Height (m) | Wind Speed (kph) | Rating      |
| 2026-04-29T10:00    | 1.32             | 12.8              | Suitable    |
| 2026-04-29T11:00    | 1.34             | 16.1              | Suitable    |
| 2026-04-29T12:00    | 1.36             | 17.8              | Suitable    |
| 2026-04-29T13:00    | 1.38             | 18.3              | Suitable    |
| 2026-04-29T14:00    | 1.40             | 19.6              | Suitable    |
| 2026-04-29T15:00    | 1.40             | 20.3              | Suitable    |
| 2026-04-29T16:00    | 1.42             | 21.7              | **Unsafe**  |
| 2026-04-29T17:00    | 1.42             | 21.6              | **Unsafe**  |
| 2026-04-29T18:00    | 1.42             | 20.9              | **Unsafe**  |
| 2026-04-29T19:00    | 1.42             | 17.6              | Suitable    |
| 2026-04-29T20:00    | 1.42             | 15.2              | Suitable    |
| 2026-04-29T21:00    | 1.42             | 12.6              | Suitable    |
| 2026-04-29T22:00    | 1.42             | 10.5              | Suitable    |
| 2026-04-29T23:00    | 1.42             | 9.6               | Suitable    |
| 2026-04-30T00:00    | 1.40             | 9.0               | Suitable    |
| 2026-04-30T01:00    | 1.40             | 8.7               | Suitable    |
| 2026-04-30T02:00    | 1.40             | 7.9               | Suitable    |
| 2026-04-30T03:00    | 1.40             | 6.9               | Suitable    |
| 2026-04-30T04:00    | 1.40             | 6.7               | Suitable    |
| 2026-04-30T05:00    | 1.40             | 7.1               | Suitable    |
| 2026-04-30T06:00    | 1.38             | 7.7               | Suitable    |
| 2026-04-30T07:00    | 1.38             | 8.4               | Suitable    |
| 2026-04-30T08:00    | 1.38             | 9.9               | Suitable    |
| 2026-04-30T09:00    | 1.38             | 12.3               | Suitable    |
| 2026-04-30T10:00    | 1.38             | 14.2               | Suitable    |
| 2026-04-30T11:00    | 1.40             | 15.2               | Suitable    |
| 2026-04-30T12:00    | 1.40             | 16.8               | Suitable    |
| 2026-04-30T13:00    | 1.42             | 18.7               | Suitable    |
| 2026-04-30T14:00    | 1.44             | 19.9               | Suitable    |
| 2026-04-30T15:00    | 1.44             | 20.1               | Suitable    |
| 2026-04-30T16:00    | 1.46             | 19.9               | Suitable    |
| 2026-04-30T17:00    | 1.48             | 19.2               | Suitable    |
| 2026-04-30T18:00    | 1.48             | 17.4               | Suitable    |
| 2026-04-30T19:00    | 1.50             | 15.3               | Suitable    |
| 2026-04-30T20:00    | 1.52             | 12.0              | Suitable    |
| 2026-04-30T21:00    | 1.52             | 8.2               | Suitable    |
| 2026-04-30T22:00    | 1.54             | 5.0               | Suitable    |
| 2026-04-30T23:00    | 1.54             | 3.7               | Suitable    |

#### 2. Best Continuous Surfing Windows
- **April 27, 01:00 - 14:00**
  - Continuous 14 hours of **Suitable** conditions with wave heights around 1.34m and wind speeds below 17.8 kph.
  
- **April 28, 00:00 - 23:00**
  - Continuous 24 hours of **Suitable** conditions with wave heights averaging around 1.40m and wind speeds mostly below 12.3 kph.

#### 3. Specific Numerical References
- **Best Window (April 27, 01:00 - 14:00)**: Wave height around 1.34m, wind speed max 16.1 kph (suitable).
- **Unsafe Hours**: April 26, 16:00 - 20:00 (wind speed > 22 kph). 

### Summary
Best surfing conditions are on April 27 and April 28, with a continuous window of ideal surfing conditions. Avoid hours with wind speeds above 22 kph or wave heights above 2.2 m.
