### Surf Session Ratings

| Timestamp              | Wave Height (m) | Wind Speed (kph) | Rating     | Comments                                      |
| 2026-05-13T05:00      | 2.48             | 30.5              | Challenging | Similar conditions as previous hour.          |
| 2026-05-13T06:00      | 2.50             | 28.8              | Challenging | Wind starting to drop slightly.               |
| 2026-05-13T07:00      | 2.54             | 31.0              | Challenging | Winds affecting surf quality.                  |
| 2026-05-13T08:00      | 2.56             | 33.5              | Challenging | High winds; not ideal for surfing.            |
| 2026-05-13T09:00      | 2.60             | 38.3              | Challenging | Very high wind; challenging conditions.       |
| 2026-05-13T10:00      | 2.62             | 34.6              | Challenging | High wind persists; surfable but difficult.   |
| 2026-05-13T11:00      | 2.64             | 30.4              | Challenging | Conditions remain challenging.                 |
| 2026-05-13T12:00      | 2.66             | 32.0              | Challenging | Similar conditions; caution advised.           |
| 2026-05-13T13:00      | 2.62             | 25.2              | Suitable   | Slight drop in wind; manageable conditions.   |
| 2026-05-13T14:00      | 2.58             | 23.8              | Suitable   | Good conditions for experienced surfers.      |
| 2026-05-13T15:00      | 2.54             | 25.2              | Suitable   | Consistent swell; surfable.                   |
| 2026-05-13T16:00      | 2.56             | 22.3              | Suitable   | Conditions improving; manageable wind.        |
| 2026-05-13T17:00      | 2.58             | 21.8              | Suitable   | Good conditions for surfing.                   |
| 2026-05-13T18:00      | 2.60             | 20.7              | Suitable   | Stable and surfable conditions.               |
| 2026-05-13T19:00      | 2.58             | 18.4              | Suitable   | Ideal for advanced surfers.                   |
| 2026-05-13T20:00      | 2.58             | 16.5              | Suitable   | Calm conditions; great for surfing.           |
| 2026-05-13T21:00      | 2.56             | 14.8              | Ideal      | Excellent surf conditions; low wind.          |
| 2026-05-13T22:00      | 2.52             | 14.3              | Ideal      | Great conditions continue.                     |
| 2026-05-13T23:00      | 2.46             | 14.7              | Ideal      | Perfect conditions for advanced surfers.      |
| 2026-05-14T00:00      | 2.42             | 13.9              | Ideal      | Excellent surf conditions persist.            |
| 2026-05-14T01:00      | 2.36             | 11.7              | Ideal      | Calming winds and good waves.                 |
| 2026-05-14T02:00      | 2.32             | 12.4              | Ideal      | Consistent conditions for surfing.            |
| 2026-05-14T03:00      | 2.26             | 13.0              | Ideal      | Ideal for experienced surfers.                 |
| 2026-05-14T04:00      | 2.20             | 13.2              | Ideal      | Great surf conditions; low wind.              |
| 2026-05-14T05:00      | 2.12             | 15.0              | Ideal      | Excellent conditions for advanced surfers.    |
| 2026-05-14T06:00      | 2.06             | 16.4              | Ideal      | Great for surfing; consistent swell.          |
| 2026-05-14T07:00      | 2.02             | 15.7              | Ideal      | Good conditions; manageable wind.             |
| 2026-05-14T08:00      | 1.98             | 15.8              | Suitable   | Lower wave height; still surfable.            |
| 2026-05-14T09:00      | 1.94             | 15.0              | Suitable   | Manageable conditions for experienced surfers. |
| 2026-05-14T10:00      | 1.92             | 13.5              | Suitable   | Ideal for all levels; calm winds.             |
| 2026-05-14T11:00      | 1.90             | 11.5              | Suitable   | Excellent conditions; low wind.               |
| 2026-05-14T12:00      | 1.88             | 9.7               | Ideal      | Great surf conditions continue.                |
| 2026-05-14T13:00      | 1.86             | 9.3               | Ideal      | Calm winds; ideal for surfing.                |
| 2026-05-14T14:00      | 1.84             | 8.4               | Ideal      | Excellent for advanced surfers.                |
| 2026-05-14T15:00      | 1.82             | 7.3               | Ideal      | Great conditions continuing.                   |
| 2026-05-14T16:00      | 1.80             | 9.7               | Suitable   | Manageable conditions; surfable.              |
| 2026-05-14T17:00      | 1.80             | 9.7               | Suitable   | Similar conditions; good for surfing.         |
| 2026-05-14T18:00      | 1.78             | 8.5               | Ideal      | Very good conditions; ideal for surfing.      |
| 2026-05-14T19:00      | 1.76             | 9.1               | Ideal      | Conditions remain favorable.                   |
| 2026-05-14T20:00      | 1.76             | 11.1              | Suitable   | Slightly challenging; still surfable.         |
| 2026-05-14T21:00      | 1.74             | 11.4              | Suitable   | Similar conditions; manageable for surfers.    |
| 2026-05-14T22:00      | 1.74             | 11.8              | Suitable   | Conditions stable; good for surfing.          |
| 2026-05-14T23:00      | 1.72             | 12.4              | Suitable   | Similar conditions persist.                    |
| 2026-05-15T00:00      | 1.72             | 13.2              | Suitable   | Manageable conditions for all skill levels.   |
| 2026-05-15T01:00      | 1.76             | 13.5              | Suitable   | Good for surfing; slight wind increase.       |
| 2026-05-15T02:00      | 1.78             | 13.9              | Suitable   | Excellent conditions; ideal for surfing.      |
| 2026-05-15T03:00      | 1.82             | 14.0              | Suitable   | Good conditions for experienced surfers.       |
| 2026-05-15T04:00      | 1.86             | 12.4              | Suitable   | Consistent wave height; manageable wind.      |
| 2026-05-15T05:00      | 1.92             | 12.9              | Suitable   | Great conditions; ideal for advanced surfers.  |
| 2026-05-15T06:00      | 1.96             | 14.0              | Suitable   | Good for experienced surfers; manageable winds.|
| 2026-05-15T07:00      | 2.00             | 13.9              | Suitable   | Good conditions for surfing.                   |
| 2026-05-15T08:00      | 2.04             | 14.0              | Suitable   | Consistent swell; manageable for advanced surfers. |
| 2026-05-15T09:00      | 2.08             | 16.6              | Suitable   | Slightly challenging; caution advised.         |
| 2026-05-15T10:00      | 2.10             | 16.7              | Suitable   | Similar conditions; surfable.                 |
| 2026-05-15T11:00      | 2.10             | 17.1              | Suitable   | Wind increasing slightly; manageable.         |
| 2026-05-15T12:00      | 2.12             | 17.0              | Suitable   | Conditions remain stable.                      |
| 2026-05-15T13:00      | 2.10             | 15.8              | Suitable   | Good for experienced surfers.                  |
| 2026-05-15T14:00      | 2.10             | 14.5              | Suitable   | Ideal conditions; manageable wind.            |
| 2026-05-15T15:00      | 2.08             | 10.5              | Ideal      | Excellent surf conditions; low wind.          |
| 2026-05-15T16:00      | 2.06             | 6.8               | Ideal      | Great for experienced surfers.                 |
| 2026-05-15T17:00      | 2.06             | 4.9               | Ideal      | Perfect conditions for surfing.                |
| 2026-05-15T18:00      | 2.04             | 5.8               | Ideal      | Excellent surf conditions continue.            |
| 2026-05-15T19:00      | 2.02             | 6.5               | Ideal      | Great conditions; ideal for advanced surfers.  |
| 2026-05-15T20:00      | 1.98             | 6.9               | Ideal      | Very good surf conditions; calm winds.        |
| 2026-05-15T21:00      | 1.96             | 7.8               | Suitable   | Manageable conditions for all skill levels.   |
| 2026-05-15T22:00      | 1.92             | 9.6               | Suitable   | Good for surfing; slight wind increase.       |
| 2026-05-15T23:00      | 1.88             | 11.8              | Suitable   | Manageable conditions for surfing.            |
| 2026-05-16T00:00      | 1.84             | 13.3              | Suitable   | Good conditions; manageable wind.              |
| 2026-05-16T01:00      | 1.82             | 13.7              | Suitable   | Calm winds; ideal for surfing.                |
| 2026-05-16T02:00      | 1.80             | 13.6              | Suitable   | Great for experienced surfers.                 |
| 2026-05-16T03:00      | 1.78             | 13.5              | Suitable   | Ideal surf conditions; manageable wind.       |
| 2026-05-16T04:00      | 1.74             | 13.8              | Suitable   | Similar conditions; good for surfing.         |
| 2026-05-16T05:00      | 1.72             | 14.2              | Suitable   | Consistent swell; ideal for advanced surfers.  |
| 2026-05-16T06:00      | 1.68             | 13.5              | Suitable   | Great conditions for surfing.                  |
| 2026-05-16T07:00      | 1.64             | 11.6              | Suitable   | Ideal for advanced surfers.                    |
| 2026-05-16T08:00      | 1.62             | 10.7              | Suitable   | Good conditions; manageable wind.              |
| 2026-05-16T09:00      | 1.58             | 10.7              | Suitable   | Optimal conditions for surfing.                |
| 2026-05-16T10:00      | 1.56             | 10.2              | Suitable   | Excellent surf conditions; calm winds.        |
| 2026-05-16T11:00      | 1.52             | 11.0              | Suitable   | Slight increase in wind; manageable.          |
| 2026-05-16T12:00      | 1.50             | 13.2              | Suitable   | Good conditions for surfing.                   |
| 2026-05-16T13:00      | 1.48             | 15.2              | Suitable   | Ideal for experienced surfers.                 |
| 2026-05-16T14:00      | 1.48             | 16.6              | Suitable   | Manageable conditions for all skill levels.   |
| 2026-05-16T15:00      | 1.46             | 17.0              | Suitable   | Similar conditions; good for surfing.         |
| 2026-05-16T16:00      | 1.44             | 15.7              | Suitable   | Conditions remain stable.                      |
| 2026-05-16T17:00      | 1.42             | 13.1              | Suitable   | Good conditions for surfing.                   |
| 2026-05-16T18:00      | 1.40             | 10.2              | Suitable   | Excellent surf conditions continue.            |
| 2026-05-16T19:00      | 1.38             | 7.6               | Suitable   | Great conditions; ideal for advanced surfers.  |
| 2026-05-16T20:00      | 1.34             | 7.8               | Suitable   | Calm winds; manageable conditions.             |
| 2026-05-16T21:00      | 1.32             | 10.5              | Suitable   | Slight increase in wind; manageable.          |
| 2026-05-16T22:00      | 1.32             | 12.6              | Suitable   | Similar conditions; good for surfing.         |
| 2026-05-16T23:00      | 1.30             | 13.8              | Suitable   | Conditions stable; good for surfing.          |

### Best Continuous Surfing Window
- **Start:** 2026-05-13T21:00 (Wave Height: 2.56 m, Wind Speed: 14.8 kph)  
- **End:** 2026-05-14T04:00 (Wave Height: 2.20 m, Wind Speed: 13.2 kph)  
- **Duration:** 7 hours

### Unsafe Conditions
- **None** during the forecast period; all wind speeds and wave heights remained below the unsafe thresholds.
