### Surf Session Ratings and Recommendations for Peniche Supertubos

#### Hourly Ratings
| Timestamp             | Wave Height (m) | Wind Speed (kph) | Rating       | Notes                                   |
| 2026-04-27T18:00     | 1.36             | 14.8              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-27T19:00     | 1.36             | 13.3              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-27T20:00     | 1.36             | 10.5              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-27T21:00     | 1.34             | 9.4               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-27T22:00     | 1.34             | 8.4               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-27T23:00     | 1.34             | 9.4               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T00:00     | 1.32             | 9.6               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T01:00     | 1.32             | 7.2               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T02:00     | 1.34             | 6.3               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T03:00     | 1.34             | 6.6               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T04:00     | 1.36             | 6.6               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T05:00     | 1.38             | 7.7               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T06:00     | 1.42             | 6.7               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T07:00     | 1.44             | 5.6               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T08:00     | 1.46             | 5.9               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T09:00     | 1.50             | 7.1               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T10:00     | 1.52             | 7.5               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T11:00     | 1.52             | 6.5               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T12:00     | 1.52             | 8.9               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T13:00     | 1.52             | 9.2               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T14:00     | 1.52             | 11.6              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T15:00     | 1.50             | 13.4              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T16:00     | 1.50             | 13.8              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T17:00     | 1.48             | 11.1              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T18:00     | 1.48             | 11.1              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T19:00     | 1.46             | 10.1              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T20:00     | 1.44             | 9.9               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T21:00     | 1.42             | 8.5               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-28T22:00     | 1.40             | 6.9               | Suitable     | Light wind, manageable waves.          |
| 2026-04-28T23:00     | 1.38             | 8.4               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T00:00     | 1.36             | 9.0               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T01:00     | 1.34             | 10.0              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T02:00     | 1.32             | 9.7               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T03:00     | 1.30             | 9.2               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T04:00     | 1.28             | 9.3               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T05:00     | 1.28             | 10.7              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T06:00     | 1.28             | 8.7               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T07:00     | 1.28             | 6.1               | Suitable     | Light wind, manageable waves.          |
| 2026-04-29T08:00     | 1.30             | 9.3               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T09:00     | 1.30             | 11.4              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T10:00     | 1.32             | 12.8              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T11:00     | 1.34             | 16.1              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T12:00     | 1.36             | 17.8              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T13:00     | 1.38             | 18.3              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T14:00     | 1.40             | 19.6              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T15:00     | 1.40             | 20.3              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T16:00     | 1.42             | 21.7              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T17:00     | 1.42             | 21.6              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T18:00     | 1.42             | 20.9              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T19:00     | 1.42             | 17.6              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T20:00     | 1.42             | 15.2              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T21:00     | 1.42             | 12.6              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T22:00     | 1.42             | 10.5              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-29T23:00     | 1.42             | 9.6               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T00:00     | 1.40             | 9.0               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T01:00     | 1.40             | 8.7               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T02:00     | 1.40             | 7.9               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T03:00     | 1.40             | 6.9               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T04:00     | 1.40             | 6.7               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T05:00     | 1.40             | 7.1               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T06:00     | 1.38             | 7.7               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T07:00     | 1.38             | 8.4               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T08:00     | 1.38             | 9.9               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T09:00     | 1.38             | 12.3              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T10:00     | 1.38             | 14.2              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T11:00     | 1.40             | 15.2              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T12:00     | 1.40             | 16.8              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T13:00     | 1.42             | 18.7              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T14:00     | 1.44             | 19.9              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T15:00     | 1.44             | 20.1              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T16:00     | 1.46             | 19.9              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T17:00     | 1.48             | 19.2              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T18:00     | 1.48             | 17.4              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T19:00     | 1.50             | 15.3              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T20:00     | 1.52             | 12.0              | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T21:00     | 1.52             | 8.2               | Suitable     | Moderate wind, manageable waves.       |
| 2026-04-30T22:00     | 1.54             | 5.0               | Suitable     | Light wind, manageable waves.          |
| 2026-04-30T23:00     | 1.54             | 3.7               | Suitable     | Light wind, manageable waves.          |

### Best Continuous Surfing Window(s)
- **Start:** 2026-04-28T07:00
- **End:** 2026-04-28T08:00
  - **Conditions:** Wave height 1.44 m, wind speed 5.6 kph (light wind).

### Summary
- All forecasted hours are rated as **suitable** for surfing, with no hours deemed **unsafe** (no wave height > 3.8 m or wind speed > 30 kph).
- Ideal conditions with light winds occur between **2026-04-28T07:00** and **2026-04-28T08:00**.
