### Surf Session Ratings and Analysis for Ericeira

#### Hourly Ratings
| Timestamp             | Wave Height (m) | Wind Speed (kph) | Rating      | Notes                                      |
| 2026-04-30T22:00      | 1.62             | 2.8               | Ideal       | Perfect for surfing.                       |
| 2026-04-30T23:00      | 1.62             | 1.8               | Ideal       | Excellent for late-night surfing.         |

#### Best Continuous Surfing Window
- **Start:** 2026-04-27T08:00
- **End:** 2026-04-27T14:00
- **Duration:** 6 hours
- **Conditions:** Wave heights between 1.38m and 1.40m, wind speeds consistently below 10 kph, ideal for intermediate surfers.

#### Unsafe Conditions
- No hours had wave heights exceeding 3.8 m or wind speeds exceeding 30 kph.
- All conditions remained safe during the forecast period.
