### Surf Session Forecast Ratings

#### Ratings for Each Hour
- **Ideal**: Wave height > 1.5 m, wind speed < 10 kph
- **Suitable**: Wave height 1.2 m - 1.5 m, wind speed < 15 kph
- **Challenging**: Wave height 1.0 m - 1.2 m, wind speed < 20 kph
- **Unsafe**: Wave height > 7.5 m or wind speed > 45 kph

| Timestamp           | Wave Height (m) | Wind Speed (kph) | Rating     |
| 2026-04-30T15:00 | 1.54             | 18.4 | Suitable   |
| 2026-04-30T16:00 | 1.56             | 18.3 | Suitable   |
| 2026-04-30T17:00 | 1.56             | 17.7 | Suitable   |
| 2026-04-30T18:00 | 1.58             | 16.5 | Suitable   |
| 2026-04-30T19:00 | 1.58             | 14.8 | Suitable   |
| 2026-04-30T20:00 | 1.60             | 11.3 | Suitable   |
| 2026-04-30T21:00 | 1.60             | 6.4  | Suitable   |
| 2026-04-30T22:00 | 1.62             | 2.8  | Suitable   |
| 2026-04-30T23:00 | 1.62             | 1.8  | Suitable   |

#### Best Continuous Surfing Window
- **Window**: April 27, 10:00 to April 27, 15:00
  - **Start**: 2026-04-27T10:00 (1.40 m wave height, 4.0 kph wind)
  - **End**: 2026-04-27T15:00 (1.40 m wave height, 12.4 kph wind)

#### Unsafe Conditions
- No hours have wave height > 7.5 m or wind speed > 45 kph.

### Summary
The best surfing conditions occur between April 27, 10:00 and April 27, 15:00, with ideal to suitable ratings, making it an excellent window for an advanced surfer.
