### Surf Session Ratings

**Hourly Ratings:**
| Timestamp             | Wave Height (m) | Wind Speed (kph) | Rating      | Notes                                                   |
| 2026-04-29T03:00      | 1.40             | 6.9               | Suitable    | Manageable wind.                                        |
| 2026-04-29T04:00      | 1.38             | 7.4               | Suitable    | Consistent conditions.                                   |
| 2026-04-29T05:00      | 1.38             | 5.9               | Suitable    | Good for morning surf.                                   |
| 2026-04-29T06:00      | 1.36             | 4.3               | Ideal       | Excellent surfing conditions.                            |
| 2026-04-29T07:00      | 1.36             | 2.8               | Ideal       | Perfect for early morning surf.                          |
| 2026-04-29T08:00      | 1.36             | 3.3               | Suitable    | Manageable conditions.                                   |
| 2026-04-29T09:00      | 1.38             | 7.3               | Suitable    | Good conditions.                                        |
| 2026-04-29T10:00      | 1.38             | 11.0              | Suitable    | Wind manageable.                                        |
| 2026-04-29T11:00      | 1.40             | 13.6              | Suitable    | Wind is manageable.                                     |
| 2026-04-29T12:00      | 1.42             | 15.3              | Challenging | Wind picking up, requires caution.                      |
| 2026-04-29T13:00      | 1.44             | 16.6              | Challenging | Tougher conditions.                                     |
| 2026-04-29T14:00      | 1.46             | 17.5              | Challenging | High wind speeds, requires caution.                      |
| 2026-04-29T15:00      | 1.46             | 17.7              | Challenging | High wind speeds, requires caution.                      |
| 2026-04-29T16:00      | 1.48             | 17.8              | Challenging | Tough conditions.                                       |
| 2026-04-29T17:00      | 1.50             | 17.7              | Challenging | Tough conditions, requires caution.                     |
| 2026-04-29T18:00      | 1.50             | 17.1              | Challenging | High wind speeds affect conditions.                     |
| 2026-04-29T19:00      | 1.52             | 14.8              | Suitable    | Conditions improving.                                    |
| 2026-04-29T20:00      | 1.52             | 11.8              | Suitable    | Good conditions.                                        |
| 2026-04-29T21:00      | 1.50             | 8.4               | Suitable    | Great for night surf.                                   |
| 2026-04-29T22:00      | 1.50             | 6.1               | Suitable    | Good for night surf.                                   |
| 2026-04-29T23:00      | 1.50             | 5.5               | Suitable    | Excellent conditions.                                    |
| 2026-04-30T00:00      | 1.50             | 5.0               | Suitable    | Great for night surf.                                   |
| 2026-04-30T01:00      | 1.50             | 4.8               | Suitable    | Ideal conditions.                                       |
| 2026-04-30T02:00      | 1.50             | 4.7               | Suitable    | Consistent conditions.                                   |
| 2026-04-30T03:00      | 1.50             | 4.9               | Ideal       | Excellent for early surfers.                             |
| 2026-04-30T04:00      | 1.50             | 5.1               | Ideal       | Great morning conditions.                                |
| 2026-04-30T05:00      | 1.50             | 4.8               | Ideal       | Excellent for morning surf.                              |
| 2026-04-30T06:00      | 1.50             | 4.7               | Ideal       | Consistent conditions.                                   |
| 2026-04-30T07:00      | 1.50             | 5.1               | Ideal       | Great for early surfers.                                 |
| 2026-04-30T08:00      | 1.50             | 7.6               | Suitable    | Manageable winds.                                       |
| 2026-04-30T09:00      | 1.50             | 11.7              | Suitable    | Good for surfing.                                       |
| 2026-04-30T10:00      | 1.50             | 15.1              | Suitable    | Wind picking up but manageable.                         |
| 2026-04-30T11:00      | 1.50             | 16.3              | Challenging | Wind is becoming a factor.                              |
| 2026-04-30T12:00      | 1.52             | 16.8              | Challenging | High winds affecting conditions.                         |
| 2026-04-30T13:00      | 1.52             | 17.3              | Challenging | Tough conditions.                                       |
| 2026-04-30T14:00      | 1.54             | 17.9              | Challenging | High winds, requires caution.                           |
| 2026-04-30T15:00      | 1.54             | 18.4              | Challenging | High winds, requires caution.                           |
| 2026-04-30T16:00      | 1.56             | 18.3              | Challenging | High winds, requires caution.                           |
| 2026-04-30T17:00      | 1.56             | 17.7              | Challenging | Tough conditions.                                       |
| 2026-04-30T18:00      | 1.58             | 16.5              | Challenging | High winds affecting conditions.                         |
| 2026-04-30T19:00      | 1.58             | 14.8              | Suitable    | Conditions improving.                                    |
| 2026-04-30T20:00      | 1.60             | 11.3              | Suitable    | Good conditions.                                        |
| 2026-04-30T21:00      | 1.60             | 6.4               | Suitable    | Great night surf.                                      |
| 2026-04-30T22:00      | 1.62             | 2.8               | Ideal       | Perfect conditions.                                     |
| 2026-04-30T23:00      | 1.62             | 1.8               | Ideal       | Excellent night surf.                                   |

### Best Continuous Surfing Windows
1. **Best Window:**  
   - **Start:** 2026-04-27T09:00  
   - **End:** 2026-04-27T12:00  
   - **Conditions:** Waves around 1.38 to 1.40 m, wind speeds between 4.0 to 4.5 kph (Ideal conditions).

2. **Second Best Window:**  
   - **Start:** 2026-04-29T06:00  
   - **End:** 2026-04-29T07:00  
   - **Conditions:** Waves around 1.36 m, wind speeds around 4.3 to 2.8 kph (Ideal conditions).

3. **Third Best Window:**  
   - **Start:** 2026-04-30T03:00  
   - **End:** 2026-04-30T07:00  
   - **Conditions:** Waves around 1.50 m, wind speeds around 4.9 to 5.1 kph (Ideal conditions).

### Unsafe Hours
- **None flagged:** No hour has wave height > 7.5m or wind speed > 45 kph in the provided forecast. All conditions remain manageable for surfing.
