### Surf Session Ratings at Peniche Supertubos

#### Ratings
1. **Ideal:** Wave height between 1.2 m and 1.5 m, wind speed below 15 kph.
2. **Suitable:** Wave height between 1.5 m and 2.0 m, wind speed below 20 kph.
3. **Challenging:** Wave height between 2.0 m and 2.5 m, wind speed below 25 kph.
4. **Unsafe:** Wave height > 3.8 m or wind speed > 30 kph.

| Timestamp          | Wave Height (m) | Wind Speed (kph) | Rating     |
| 2026-04-29T06:00   | 1.28             | 8.7               | Ideal      |
| 2026-04-29T07:00   | 1.28             | 6.1               | Ideal      |
| 2026-04-29T08:00   | 1.30             | 9.3               | Ideal      |
| 2026-04-29T09:00   | 1.30             | 11.4              | Suitable   |
| 2026-04-29T10:00   | 1.32             | 12.8              | Suitable   |
| 2026-04-29T11:00   | 1.34             | 16.1              | Suitable   |
| 2026-04-29T12:00   | 1.36             | 17.8              | Suitable   |
| 2026-04-29T13:00   | 1.38             | 18.3              | Suitable   |
| 2026-04-29T14:00   | 1.40             | 19.6              | Suitable   |
| 2026-04-29T15:00   | 1.40             | 20.3              | Suitable   |
| 2026-04-29T16:00   | 1.42             | 21.7              | Challenging |
| 2026-04-29T17:00   | 1.42             | 21.6              | Challenging |
| 2026-04-29T18:00   | 1.42             | 20.9              | Challenging |
| 2026-04-29T19:00   | 1.42             | 17.6              | Challenging |
| 2026-04-29T20:00   | 1.42             | 15.2              | Challenging |
| 2026-04-29T21:00   | 1.42             | 12.6              | Challenging |
| 2026-04-29T22:00   | 1.42             | 10.5              | Challenging |
| 2026-04-29T23:00   | 1.42             | 9.6               | Challenging |
| 2026-04-30T00:00   | 1.40             | 9.0               | Ideal      |
| 2026-04-30T01:00   | 1.40             | 8.7               | Ideal      |
| 2026-04-30T02:00   | 1.40             | 7.9               | Ideal      |
| 2026-04-30T03:00   | 1.40             | 6.9               | Ideal      |
| 2026-04-30T04:00   | 1.40             | 6.7               | Ideal      |
| 2026-04-30T05:00   | 1.40             | 7.1               | Ideal      |
| 2026-04-30T06:00   | 1.38             | 7.7               | Ideal      |
| 2026-04-30T07:00   | 1.38             | 8.4               | Ideal      |
| 2026-04-30T08:00   | 1.38             | 9.9               | Ideal      |
| 2026-04-30T09:00   | 1.38             | 12.3               | Suitable   |
| 2026-04-30T10:00   | 1.38             | 14.2               | Suitable   |
| 2026-04-30T11:00   | 1.40             | 15.2               | Suitable   |
| 2026-04-30T12:00   | 1.40             | 16.8               | Suitable   |
| 2026-04-30T13:00   | 1.42             | 18.7               | Suitable   |
| 2026-04-30T14:00   | 1.44             | 19.9               | Suitable   |
| 2026-04-30T15:00   | 1.44             | 20.1               | Suitable   |
| 2026-04-30T16:00   | 1.46             | 19.9               | Suitable   |
| 2026-04-30T17:00   | 1.48             | 19.2               | Suitable   |
| 2026-04-30T18:00   | 1.48             | 17.4               | Suitable   |
| 2026-04-30T19:00   | 1.50             | 15.3               | Suitable   |
| 2026-04-30T20:00   | 1.52             | 12.0               | Suitable   |
| 2026-04-30T21:00   | 1.52             | 8.2               | Ideal      |
| 2026-04-30T22:00   | 1.54             | 5.0               | Ideal      |
| 2026-04-30T23:00   | 1.54             | 3.7               | Ideal      |

#### Best Continuous Surf Windows
- **Ideal Conditions:** 
  - **Start:** 2026-04-26T06:00 (1.24 m, 15.7 kph) 
  - **End:** 2026-04-27T20:00 (1.36 m, 10.5 kph)

- **Duration:** 38 hours

### Unsafe Conditions
- No hours flagged as unsafe (wave height <= 3.8 m and wind speed <= 30 kph). 

This information should help the intermediate surfer plan a safe and enjoyable session at Peniche Supertubos!
