### Surf Session Ratings

| Timestamp           | Wave Height (m) | Wind Speed (kph) | Rating     | Comments                      |
| 2026-04-29T04:00    | 1.38             | 7.4               | Suitable   | Continues to be favorable.    |
| 2026-04-29T05:00    | 1.38             | 5.9               | Suitable   | Ideal for beginners.          |
| 2026-04-29T06:00    | 1.36             | 4.3               | Suitable   | Very calm surf.              |
| 2026-04-29T07:00    | 1.36             | 2.8               | Suitable   | Perfect for practice.         |
| 2026-04-29T08:00    | 1.36             | 3.3               | Suitable   | Good conditions.              |
| 2026-04-29T09:00    | 1.38             | 7.3               | Suitable   | Manageable wind.              |
| 2026-04-29T10:00    | 1.38             | 11.0              | Suitable   | Good for beginners.           |
| 2026-04-29T11:00    | 1.40             | 13.6              | Challenging| Increasing wind conditions.   |
| 2026-04-29T12:00    | 1.42             | 15.3              | Challenging| Wind speeds rising.           |
| 2026-04-29T13:00    | 1.44             | 16.6              | Challenging| Windy and challenging.        |
| 2026-04-29T14:00    | 1.46             | 17.5              | Challenging| High winds.                   |
| 2026-04-29T15:00    | 1.46             | 17.7              | Challenging| Consistently windy.           |
| 2026-04-29T16:00    | 1.48             | 17.8              | Challenging| Wind remains high.            |
| 2026-04-29T17:00    | 1.50             | 17.7              | Challenging| Challenging conditions.        |
| 2026-04-29T18:00    | 1.50             | 17.1              | Challenging| Wind remains tough.           |
| 2026-04-29T19:00    | 1.52             | 14.8              | Challenging| Windy, be careful.           |
| 2026-04-29T20:00    | 1.52             | 11.8              | Suitable   | Calming down.                 |
| 2026-04-29T21:00    | 1.50             | 8.4               | Suitable   | Good for practice.            |
| 2026-04-29T22:00    | 1.50             | 6.1               | Suitable   | Excellent conditions.         |
| 2026-04-29T23:00    | 1.50             | 5.5               | Suitable   | Perfect for late surf.       |
| 2026-04-30T00:00    | 1.50             | 5.0               | Suitable   | Nice calm conditions.         |
| 2026-04-30T01:00    | 1.50             | 4.8               | Suitable   | Very good for beginners.      |
| 2026-04-30T02:00    | 1.50             | 4.7               | Suitable   | Continues to be favorable.    |
| 2026-04-30T03:00    | 1.50             | 4.9               | Suitable   | Excellent for practice.       |
| 2026-04-30T04:00    | 1.50             | 5.1               | Suitable   | Good conditions.              |
| 2026-04-30T05:00    | 1.50             | 4.8               | Suitable   | Nice surf.                   |
| 2026-04-30T06:00    | 1.50             | 4.7               | Suitable   | Perfect for beginners.        |
| 2026-04-30T07:00    | 1.50             | 5.1               | Suitable   | Good surf conditions.         |
| 2026-04-30T08:00    | 1.50             | 7.6               | Suitable   | Manageable wind.              |
| 2026-04-30T09:00    | 1.50             | 11.7              | Suitable   | Good for practice.            |
| 2026-04-30T10:00    | 1.50             | 15.1              | Challenging| Wind speeds rising.           |
| 2026-04-30T11:00    | 1.50             | 16.3              | Challenging| Windy conditions.             |
| 2026-04-30T12:00    | 1.52             | 16.8              | Challenging| High wind speeds.             |
| 2026-04-30T13:00    | 1.52             | 17.3              | Challenging| Challenging conditions.        |
| 2026-04-30T14:00    | 1.54             | 17.9              | Challenging| Wind remains high.            |
| 2026-04-30T15:00    | 1.54             | 18.4              | Challenging| Very windy.                   |
| 2026-04-30T16:00    | 1.56             | 18.3              | Challenging| High wind conditions.         |
| 2026-04-30T17:00    | 1.56             | 17.7              | Challenging| Windy and challenging.        |
| 2026-04-30T18:00    | 1.58             | 16.5              | Challenging| Wind is high.                 |
| 2026-04-30T19:00    | 1.58             | 14.8              | Challenging| Wind remains tough.           |
| 2026-04-30T20:00    | 1.60             | 11.3              | Challenging| Wind calming down.            |
| 2026-04-30T21:00    | 1.60             | 6.4               | Suitable   | Good conditions.              |
| 2026-04-30T22:00    | 1.62             | 2.8               | Suitable   | Very calm conditions.         |
| 2026-04-30T23:00    | 1.62             | 1.8               | Suitable   | Excellent for beginners.      |

### Best Continuous Surfing Window(s)

- **Best Window**: 
  - **Start**: 2026-04-26T00:00
  - **End**: 2026-04-26T12:00
  - **Duration**: 12 hours

- **Good Evening Window**:
  - **Start**: 2026-04-26T20:00
  - **End**: 2026-04-26T23:00
  - **Duration**: 5 hours

- **Another Good Window**:
  - **Start**: 2026-04-29T00:00
  - **End**: 2026-04-29T14:00
  - **Duration**: 14 hours

### Flags for Unsafe Conditions

- No hour has wave heights > 2.2 m or wind speeds > 22 kph. All surf conditions are rated as suitable or challenging within safe limits.
