### Surf Session Ratings for Sagres Tonel (April 26 - April 30, 2026)

| Timestamp                | Rating      | Reasoning                                                                             |
| 2026-04-27T01:00        | Challenging | Wave height 1.04 m, wind speed 6.7 kph (onshore).                                   |
| 2026-04-27T02:00        | Ideal       | Wave height 1.06 m, wind speed 4.0 kph (offshore).                                   |
| 2026-04-27T03:00        | Ideal       | Wave height 1.06 m, wind speed 4.7 kph (offshore).                                   |
| 2026-04-27T04:00        | Ideal       | Wave height 1.08 m, wind speed 5.7 kph (offshore).                                   |
| 2026-04-27T05:00        | Ideal       | Wave height 1.12 m, wind speed 5.6 kph (offshore).                                   |
| 2026-04-27T06:00        | Ideal       | Wave height 1.14 m, wind speed 4.0 kph (offshore).                                   |
| 2026-04-27T07:00        | Ideal       | Wave height 1.18 m, wind speed 3.8 kph (offshore).                                   |
| 2026-04-27T08:00        | Challenging | Wave height 1.22 m, wind speed 3.8 kph (onshore).                                   |
| 2026-04-27T09:00        | Challenging | Wave height 1.24 m, wind speed 4.4 kph (onshore).                                   |
| 2026-04-27T10:00        | Challenging | Wave height 1.28 m, wind speed 7.6 kph (onshore).                                   |
| 2026-04-27T11:00        | Challenging | Wave height 1.32 m, wind speed 8.9 kph (onshore).                                   |
| 2026-04-27T12:00        | Challenging | Wave height 1.34 m, wind speed 6.1 kph (onshore).                                   |
| 2026-04-27T13:00        | Ideal       | Wave height 1.38 m, wind speed 5.4 kph (offshore).                                   |
| 2026-04-27T14:00        | Challenging | Wave height 1.38 m, wind speed 8.7 kph (onshore).                                   |
| 2026-04-27T15:00        | Challenging | Wave height 1.38 m, wind speed 8.4 kph (onshore).                                   |
| 2026-04-27T16:00        | Challenging | Wave height 1.38 m, wind speed 4.3 kph (onshore).                                   |
| 2026-04-27T17:00        | Challenging | Wave height 1.36 m, wind speed 5.4 kph (onshore).                                   |
| 2026-04-27T18:00        | Challenging | Wave height 1.32 m, wind speed 7.8 kph (onshore).                                   |
| 2026-04-27T19:00        | Challenging | Wave height 1.30 m, wind speed 8.2 kph (onshore).                                   |
| 2026-04-27T20:00        | Challenging | Wave height 1.30 m, wind speed 8.7 kph (onshore).                                   |
| 2026-04-27T21:00        | Challenging | Wave height 1.28 m, wind speed 7.6 kph (onshore).                                   |
| 2026-04-27T22:00        | Challenging | Wave height 1.28 m, wind speed 8.0 kph (onshore).                                   |
| 2026-04-27T23:00        | Challenging | Wave height 1.28 m, wind speed 8.0 kph (onshore).                                   |
| 2026-04-28T00:00        | Challenging | Wave height 1.28 m, wind speed 5.5 kph (onshore).                                   |
| 2026-04-28T01:00        | Challenging | Wave height 1.28 m, wind speed 4.2 kph (onshore).                                   |
| 2026-04-28T02:00        | Challenging | Wave height 1.28 m, wind speed 3.9 kph (onshore).                                   |
| 2026-04-28T03:00        | Challenging | Wave height 1.26 m, wind speed 4.6 kph (onshore).                                   |
| 2026-04-28T04:00        | Challenging | Wave height 1.26 m, wind speed 3.7 kph (onshore).                                   |
| 2026-04-28T05:00        | Challenging | Wave height 1.28 m, wind speed 4.8 kph (onshore).                                   |
| 2026-04-28T06:00        | Challenging | Wave height 1.28 m, wind speed 6.3 kph (onshore).                                   |
| 2026-04-28T07:00        | Challenging | Wave height 1.30 m, wind speed 7.7 kph (onshore).                                   |
| 2026-04-28T08:00        | Challenging | Wave height 1.30 m, wind speed 6.9 kph (onshore).                                   |
| 2026-04-28T09:00        | Challenging | Wave height 1.30 m, wind speed 9.2 kph (onshore).                                   |
| 2026-04-28T10:00        | Challenging | Wave height 1.30 m, wind speed 9.2 kph (onshore).                                   |
| 2026-04-28T11:00        | Challenging | Wave height 1.32 m, wind speed 10.0 kph (onshore).                                  |
| 2026-04-28T12:00        | Challenging | Wave height 1.32 m, wind speed 10.2 kph (onshore).                                  |
| 2026-04-28T13:00        | Challenging | Wave height 1.34 m, wind speed 8.8 kph (onshore).                                   |
| 2026-04-28T14:00        | Challenging | Wave height 1.36 m, wind speed 7.6 kph (onshore).                                   |
| 2026-04-28T15:00        | Challenging | Wave height 1.38 m, wind speed 9.4 kph (onshore).                                   |
| 2026-04-28T16:00        | Challenging | Wave height 1.40 m, wind speed 11.4 kph (onshore).                                  |
| 2026-04-28T17:00        | Challenging | Wave height 1.42 m, wind speed 12.1 kph (onshore).                                  |
| 2026-04-28T18:00        | Challenging | Wave height 1.42 m, wind speed 13.4 kph (onshore).                                  |
| 2026-04-28T19:00        | Challenging | Wave height 1.44 m, wind speed 14.1 kph (onshore).                                  |
| 2026-04-28T20:00        | Challenging | Wave height 1.42 m, wind speed 13.7 kph (onshore).                                  |
| 2026-04-28T21:00        | Challenging | Wave height 1.42 m, wind speed 13.0 kph (onshore).                                  |
| 2026-04-28T22:00        | Challenging | Wave height 1.40 m, wind speed 12.0 kph (onshore).                                  |
| 2026-04-28T23:00        | Challenging | Wave height 1.38 m, wind speed 11.5 kph (onshore).                                  |
| 2026-04-29T00:00        | Challenging | Wave height 1.38 m, wind speed 11.5 kph (onshore).                                  |
| 2026-04-29T01:00        | Challenging | Wave height 1.36 m, wind speed 12.2 kph (onshore).                                  |
| 2026-04-29T02:00        | Challenging | Wave height 1.34 m, wind speed 11.0 kph (onshore).                                  |
| 2026-04-29T03:00        | Challenging | Wave height 1.30 m, wind speed 9.2 kph (onshore).                                   |
| 2026-04-29T04:00        | Challenging | Wave height 1.28 m, wind speed 7.5 kph (onshore).                                   |
| 2026-04-29T05:00        | Challenging | Wave height 1.26 m, wind speed 10.5 kph (onshore).                                  |
| 2026-04-29T06:00        | Challenging | Wave height 1.26 m, wind speed 8.1 kph (onshore).                                   |
| 2026-04-29T07:00        | Challenging | Wave height 1.24 m, wind speed 10.5 kph (onshore).                                  |
| 2026-04-29T08:00        | Challenging | Wave height 1.22 m, wind speed 10.1 kph (onshore).                                  |
| 2026-04-29T09:00        | Challenging | Wave height 1.22 m, wind speed 12.7 kph (onshore).                                  |
| 2026-04-29T10:00        | Challenging | Wave height 1.20 m, wind speed 14.2 kph (onshore).                                  |
| 2026-04-29T11:00        | Challenging | Wave height 1.20 m, wind speed 13.7 kph (onshore).                                  |
| 2026-04-29T12:00        | Challenging | Wave height 1.20 m, wind speed 16.2 kph (onshore).                                  |
| 2026-04-29T13:00        | Challenging | Wave height 1.20 m, wind speed 16.5 kph (onshore).                                  |
| 2026-04-29T14:00        | Challenging | Wave height 1.20 m, wind speed 18.1 kph (onshore).                                  |
| 2026-04-29T15:00        | Challenging | Wave height 1.22 m, wind speed 18.4 kph (onshore).                                  |
| 2026-04-29T16:00        | Challenging | Wave height 1.22 m, wind speed 18.2 kph (onshore).                                  |
| 2026-04-29T17:00        | Challenging | Wave height 1.24 m, wind speed 17.6 kph (onshore).                                  |
| 2026-04-29T18:00        | Challenging | Wave height 1.24 m, wind speed 15.7 kph (onshore).                                  |
| 2026-04-29T19:00        | Challenging | Wave height 1.26 m, wind speed 15.6 kph (onshore).                                  |
| 2026-04-29T20:00        | Challenging | Wave height 1.26 m, wind speed 13.1 kph (onshore).                                  |
| 2026-04-29T21:00        | Challenging | Wave height 1.28 m, wind speed 9.8 kph (onshore).                                   |
| 2026-04-29T22:00 | Challenging | Wave height 1.28 m, wind speed 7.3 kph (onshore).                                   |
| 2026-04-29T23:00 | Challenging | Wave height 1.28 m, wind speed 6.1 kph (onshore).                                   |
| 2026-04-30T00:00 | Challenging | Wave height 1.28 m, wind speed 5.9 kph (onshore).                                   |
| 2026-04-30T01:00 | Challenging | Wave height 1.28 m, wind speed 5.9 kph (onshore).                                   |
| 2026-04-30T02:00 | Challenging | Wave height 1.28 m, wind speed 5.4 kph (onshore).                                   |
| 2026-04-30T03:00 | Challenging | Wave height 1.28 m, wind speed 5.2 kph (onshore).                                   |
| 2026-04-30T04:00 | Challenging | Wave height 1.28 m, wind speed 5.0 kph (onshore).                                   |
| 2026-04-30T05:00 | Challenging | Wave height 1.28 m, wind speed 4.8 kph (onshore).                                   |
| 2026-04-30T06:00 | Challenging | Wave height 1.26 m, wind speed 4.7 kph (onshore).                                   |
| 2026-04-30T07:00 | Challenging | Wave height 1.26 m, wind speed 5.4 kph (onshore).                                   |
| 2026-04-30T08:00 | Challenging | Wave height 1.26 m, wind speed 7.3 kph (onshore).                                   |
| 2026-04-30T09:00 | Challenging | Wave height 1.26 m, wind speed 9.6 kph (onshore).                                   |
| 2026-04-30T10:00 | Challenging | Wave height 1.26 m, wind speed 11.6 kph (onshore).                                  |
| 2026-04-30T11:00 | Challenging | Wave height 1.26 m, wind speed 12.7 kph (onshore).                                  |
| 2026-04-30T12:00 | Challenging | Wave height 1.28 m, wind speed 13.7 kph (onshore).                                  |
| 2026-04-30T13:00 | Challenging | Wave height 1.28 m, wind speed 14.2 kph (onshore).                                  |
| 2026-04-30T14:00 | Challenging | Wave height 1.30 m, wind speed 14.8 kph (onshore).                                  |
| 2026-04-30T15:00 | Challenging | Wave height 1.30 m, wind speed 15.3 kph (onshore).                                  |
| 2026-04-30T16:00 | Challenging | Wave height 1.32 m, wind speed 15.2 kph (onshore).                                  |
| 2026-04-30T17:00 | Challenging | Wave height 1.34 m, wind speed 14.7 kph (onshore).                                  |
| 2026-04-30T18:00 | Challenging | Wave height 1.34 m, wind speed 13.9 kph (onshore).                                  |
| 2026-04-30T19:00 | Challenging | Wave height 1.36 m, wind speed 13.4 kph (onshore).                                  |
| 2026-04-30T20:00 | Challenging | Wave height 1.36 m, wind speed 12.2 kph (onshore).                                  |
| 2026-04-30T21:00 | Challenging | Wave height 1.38 m, wind speed 10.9 kph (onshore).                                  |
| 2026-04-30T22:00 | Challenging | Wave height 1.38 m, wind speed 9.2 kph (onshore).                                   |
| 2026-04-30T23:00 | Challenging | Wave height 1.38 m, wind speed 7.9 kph (onshore).                                   |

### Best Continuous Surfing Windows
1. **Window 1:**
   - **Start:** 2026-04-26T01:00
   - **End:** 2026-04-26T11:00
   - **Duration:** 11 hours (Ideal/Suitable conditions)

2. **Window 2:**
   - **Start:** 2026-04-27T02:00
   - **End:** 2026-04-27T07:00
   - **Duration:** 6 hours (Ideal conditions)

### Unsafe Conditions
- **No hours exceed wave height > 3.8 m or wind speed > 30 kph.** 

### Summary
The ideal times for an intermediate surfer at Sagres Tonel are early on April 26 and during the morning of April 27. Conditions generally become challenging after midday on April 26 and remain in that category throughout the remainder of the forecast period.
