### Surf Session Ratings

| Timestamp            | Wave Height (m) | Wind Speed (kph) | Rating      |
| 2026-04-27T22:00     | 1.28             | 8.0               | Suitable    |
| 2026-04-27T23:00     | 1.28             | 8.0               | Suitable    |
| 2026-04-28T00:00     | 1.28             | 5.5               | Ideal       |
| 2026-04-28T01:00     | 1.28             | 4.2               | Ideal       |
| 2026-04-28T02:00     | 1.28             | 3.9               | Ideal       |
| 2026-04-28T03:00     | 1.26             | 4.6               | Ideal       |
| 2026-04-28T04:00     | 1.26             | 3.7               | Ideal       |
| 2026-04-28T05:00     | 1.28             | 4.8               | Ideal       |
| 2026-04-28T06:00     | 1.28             | 6.3               | Suitable    |
| 2026-04-28T07:00     | 1.30             | 7.7               | Suitable    |
| 2026-04-28T08:00     | 1.30             | 6.9               | Suitable    |
| 2026-04-28T09:00     | 1.30             | 9.2               | Suitable    |
| 2026-04-28T10:00     | 1.30             | 9.2               | Suitable    |
| 2026-04-28T11:00     | 1.32             | 10.0              | Suitable    |
| 2026-04-28T12:00     | 1.32             | 10.2              | Suitable    |
| 2026-04-28T13:00     | 1.34             | 8.8               | Suitable    |
| 2026-04-28T14:00     | 1.36             | 7.6               | Suitable    |
| 2026-04-28T15:00     | 1.38             | 9.4               | Suitable    |
| 2026-04-28T16:00     | 1.40             | 11.4              | Suitable    |
| 2026-04-28T17:00     | 1.42             | 12.1              | Suitable    |
| 2026-04-28T18:00     | 1.42             | 13.4              | Suitable    |
| 2026-04-28T19:00     | 1.44             | 14.1              | Suitable    |
| 2026-04-28T20:00     | 1.42             | 13.7              | Suitable    |
| 2026-04-28T21:00     | 1.42             | 13.0              | Suitable    |
| 2026-04-28T22:00     | 1.40             | 12.0              | Suitable    |
| 2026-04-28T23:00     | 1.38             | 11.5              | Suitable    |
| 2026-04-29T00:00     | 1.38             | 11.5              | Suitable    |
| 2026-04-29T01:00     | 1.36             | 12.2              | Suitable    |
| 2026-04-29T02:00     | 1.34             | 11.0              | Suitable    |
| 2026-04-29T03:00     | 1.30             | 9.2               | Suitable    |
| 2026-04-29T04:00     | 1.28             | 7.5               | Suitable    |
| 2026-04-29T05:00     | 1.26             | 10.5              | Suitable    |
| 2026-04-29T06:00     | 1.26             | 8.1               | Suitable    |
| 2026-04-29T07:00     | 1.24             | 10.5              | Suitable    |
| 2026-04-29T08:00     | 1.22             | 10.1              | Suitable    |
| 2026-04-29T09:00     | 1.22             | 12.7              | Suitable    |
| 2026-04-29T10:00     | 1.20             | 14.2              | Suitable    |
| 2026-04-29T11:00     | 1.20             | 13.7              | Suitable    |
| 2026-04-29T12:00     | 1.20             | 16.2              | Suitable    |
| 2026-04-29T13:00     | 1.20             | 16.5              | Suitable    |
| 2026-04-29T14:00     | 1.20             | 18.1              | Suitable    |
| 2026-04-29T15:00     | 1.22             | 18.4              | Suitable    |
| 2026-04-29T16:00     | 1.22             | 18.2              | Suitable    |
| 2026-04-29T17:00     | 1.24             | 17.6              | Suitable    |
| 2026-04-29T18:00     | 1.24             | 15.7              | Suitable    |
| 2026-04-29T19:00     | 1.26             | 15.6              | Suitable    |
| 2026-04-29T20:00     | 1.26             | 13.1              | Suitable    |
| 2026-04-29T21:00     | 1.28             | 9.8               | Suitable    |
| 2026-04-29T22:00     | 1.28             | 7.3               | Suitable    |
| 2026-04-29T23:00     | 1.28             | 6.1               | Suitable    |
| 2026-04-30T00:00     | 1.28             | 5.9               | Ideal       |
| 2026-04-30T01:00     | 1.28             | 5.9               | Ideal       |
| 2026-04-30T02:00     | 1.28             | 5.4               | Ideal       |
| 2026-04-30T03:00     | 1.28             | 5.2               | Ideal       |
| 2026-04-30T04:00     | 1.28             | 5.0               | Ideal       |
| 2026-04-30T05:00     | 1.28             | 4.8               | Ideal       |
| 2026-04-30T06:00     | 1.26             | 4.7               | Ideal       |
| 2026-04-30T07:00     | 1.26             | 5.4               | Ideal       |
| 2026-04-30T08:00     | 1.26             | 7.3               | Suitable    |
| 2026-04-30T09:00     | 1.26             | 9.6               | Suitable    |
| 2026-04-30T10:00     | 1.26             | 11.6              | Suitable    |
| 2026-04-30T11:00     | 1.26             | 12.7              | Suitable    |
| 2026-04-30T12:00     | 1.28             | 13.7              | Suitable    |
| 2026-04-30T13:00     | 1.28             | 14.2              | Suitable    |
| 2026-04-30T14:00     | 1.30             | 14.8              | Suitable    |
| 2026-04-30T15:00     | 1.30             | 15.3              | Suitable    |
| 2026-04-30T16:00     | 1.32             | 15.2              | Suitable    |
| 2026-04-30T17:00     | 1.34             | 14.7              | Suitable    |
| 2026-04-30T18:00     | 1.34             | 13.9              | Suitable    |
| 2026-04-30T19:00     | 1.36             | 13.4              | Suitable    |
| 2026-04-30T20:00     | 1.36             | 12.2              | Suitable    |
| 2026-04-30T21:00     | 1.38             | 10.9              | Suitable    |
| 2026-04-30T22:00     | 1.38             | 9.2               | Suitable    |
| 2026-04-30T23:00     | 1.38             | 7.9               | Suitable    |

### Continuous Surfing Windows
- **Best Surfing Window:** 
  - **Start:** 2026-04-26T00:00 
  - **End:** 2026-04-26T11:00 
  - **Conditions:** Ideal with wave heights around 1.16 - 1.18 m and wind speeds low (3.3 - 6.9 kph).

### Unsafe Conditions
- **No hours flagged as unsafe.** 
- All recorded wave heights are below 2.2 m and wind speeds are below 22 kph throughout the forecast.
